questionId,title,difficulty,dislikes,likes,nAccepted,nSubmissions,accRate,topicTags,similarQuestions
1110,Delete Nodes And Return Forest,Medium,58,1981,110.4K,161.8K,68.2%,"['Binary Tree', 'Depth-First Search', 'Tree']",[]
1111,Maximum Nesting Depth of Two Valid Parentheses Strings,Medium,982,217,15.5K,21.3K,72.7%,"['Stack', 'String']","[('Maximum Nesting Depth of the Parentheses', 'Easy')]"
1112,Highest Grade For Each Student,Medium,4,130,22.9K,31.5K,72.8%,['Database'],"[('Department Highest Salary', 'Medium')]"
1113,Reported Posts,Easy,208,48,22K,33.2K,66.4%,['Database'],[]
1114,Print in Order,Easy,139,781,84.7K,125.3K,67.6%,['Concurrency'],"[('Print FooBar Alternately', 'Medium')]"
1115,Print FooBar Alternately,Medium,30,395,41K,69.6K,59.0%,['Concurrency'],"[('Print Zero Even Odd', 'Medium'), ('Print in Order', 'Easy')]"
1116,Print Zero Even Odd,Medium,177,259,24.1K,41.5K,58.2%,['Concurrency'],"[('Fizz Buzz Multithreaded', 'Medium'), ('Print FooBar Alternately', 'Medium')]"
1117,Building H2O,Medium,77,268,22.3K,42K,53.1%,['Concurrency'],[]
1118,Number of Days in a Month,Easy,123,23,5.4K,9.4K,57.3%,['Math'],[]
1119,Remove Vowels from a String,Easy,94,206,70.8K,78.2K,90.5%,['String'],"[('Reverse Vowels of a String', 'Easy')]"
1120,Maximum Average Subtree,Medium,15,466,35.3K,54.7K,64.5%,"['Binary Tree', 'Depth-First Search', 'Tree']",[]
1121,Divide Array Into Increasing Sequences,Hard,22,74,3.4K,5.8K,58.9%,"['Array', 'Greedy']",[]
1122,Relative Sort Array,Easy,82,1216,100.5K,147.9K,67.9%,"['Array', 'Counting Sort', 'Hash Table', 'Sorting']",[]
1123,Lowest Common Ancestor of Deepest Leaves,Medium,657,778,54.3K,79.3K,68.5%,"['Binary Tree', 'Breadth-First Search', 'Depth-First Search', 'Hash Table', 'Tree']","[('Lowest Common Ancestor of a Binary Tree IV', 'Medium')]"
1124,Longest Well-Performing Interval,Medium,77,688,17.1K,51.2K,33.5%,"['Array', 'Hash Table', 'Monotonic Stack', 'Prefix Sum', 'Stack']",[]
1125,Smallest Sufficient Team,Hard,10,531,12.8K,27.1K,47.2%,"['Array', 'Bit Manipulation', 'Bitmask', 'Dynamic Programming']",[]
1126,Active Businesses,Medium,14,136,20.7K,30.2K,68.3%,['Database'],[]
1127,User Purchase Platform,Hard,77,102,8.2K,16.2K,50.9%,['Database'],[]
1128,Number of Equivalent Domino Pairs,Easy,180,359,37.5K,81.6K,45.9%,"['Array', 'Counting', 'Hash Table']",[]
1129,Shortest Path with Alternating Colors,Medium,42,789,25.1K,61.6K,40.7%,"['Breadth-First Search', 'Graph']",[]
1130,Minimum Cost Tree From Leaf Values,Medium,173,2349,56.2K,83.4K,67.5%,"['Dynamic Programming', 'Greedy', 'Monotonic Stack', 'Stack']",[]
1131,Maximum of Absolute Value Expression,Medium,277,352,13.2K,25.7K,51.3%,"['Array', 'Math']",[]
1132,Reported Posts II,Medium,266,85,18.1K,52.6K,34.4%,['Database'],[]
1133,Largest Unique Number,Easy,15,192,26K,38.7K,67.2%,"['Array', 'Hash Table', 'Sorting']",[]
1134,Armstrong Number,Easy,15,125,23.6K,30.1K,78.5%,['Math'],[]
1135,Connecting Cities With Minimum Cost,Medium,28,557,32.2K,53.6K,60.1%,"['Graph', 'Heap (Priority Queue)', 'Minimum Spanning Tree', 'Union Find']",[]
1136,Parallel Courses,Medium,15,439,21.3K,35.1K,60.6%,"['Graph', 'Topological Sort']","[('Course Schedule II', 'Medium'), ('Parallel Courses II', 'Hard')]"
1137,N-th Tribonacci Number,Easy,60,668,84.4K,151.3K,55.8%,"['Dynamic Programming', 'Math', 'Memoization']","[('Climbing Stairs', 'Easy'), ('Fibonacci Number', 'Easy')]"
1138,Alphabet Board Path,Medium,118,498,30.7K,59.4K,51.6%,"['Hash Table', 'String']",[]
1139,Largest 1-Bordered Square,Medium,68,351,14.5K,29.7K,48.8%,"['Array', 'Dynamic Programming', 'Matrix']",[]
1140,Stone Game II,Medium,204,911,30.2K,46.8K,64.6%,"['Array', 'Dynamic Programming', 'Game Theory', 'Math']","[('Stone Game V', 'Hard'), ('Stone Game VI', 'Medium'), ('Stone Game VII', 'Medium'), ('Stone Game VIII', 'Hard')]"
1141,User Activity for the Past 30 Days I,Easy,47,57,21.6K,39.5K,54.6%,['Database'],[]
1142,User Activity for the Past 30 Days II,Easy,209,52,22.3K,62.6K,35.6%,['Database'],[]
1143,Longest Common Subsequence,Medium,41,3462,223.6K,380.2K,58.8%,"['Dynamic Programming', 'String']","[('Delete Operation for Two Strings', 'Medium'), ('Longest Palindromic Subsequence', 'Medium'), ('Shortest Common Supersequence ', 'Hard')]"
1144,Decrease Elements To Make Array Zigzag,Medium,127,202,12.1K,25.9K,46.5%,"['Array', 'Greedy']",[]
1145,Binary Tree Coloring Game,Medium,151,738,28.4K,55.6K,51.1%,"['Binary Tree', 'Depth-First Search', 'Tree']",[]
1146,Snapshot Array,Medium,172,950,60.8K,164.3K,37.0%,"['Array', 'Binary Search', 'Design', 'Hash Table']",[]
1147,Longest Chunked Palindrome Decomposition,Hard,19,297,13.3K,22.3K,59.8%,"['Dynamic Programming', 'Greedy', 'Hash Function', 'Rolling Hash', 'String', 'Two Pointers']",[]
1148,Article Views I,Easy,10,53,23.8K,30.9K,77.1%,['Database'],[]
1149,Article Views II,Medium,19,57,15.9K,32.9K,48.2%,['Database'],[]
1150,Check If a Number Is Majority Element in a Sorted Array,Easy,28,219,23.7K,41.5K,57.1%,"['Array', 'Binary Search']","[('Majority Element', 'Easy'), ('Majority Element II', 'Medium')]"
1152,Analyze User Website Visit Pattern,Medium,1825,199,37.2K,86.2K,43.2%,"['Array', 'Hash Table', 'Sorting']",[]
1153,String Transforms Into Another String,Hard,233,632,38.6K,108.3K,35.7%,"['Hash Table', 'String']",[]
1154,Day of the Year,Easy,239,170,25.3K,51K,49.7%,"['Math', 'String']",[]
1155,Number of Dice Rolls With Target Sum,Medium,65,1414,77K,161.6K,47.7%,['Dynamic Programming'],"[('Equal Sum Arrays With Minimum Number of Operations', 'Medium')]"
1156,Swap For Longest Repeated Character Substring,Medium,52,526,18K,38.3K,47.1%,"['Sliding Window', 'String']",[]
1157,Online Majority Element In Subarray,Hard,39,346,10.7K,25.9K,41.4%,"['Array', 'Binary Indexed Tree', 'Binary Search', 'Design', 'Segment Tree']",[]
1158,Market Analysis I,Medium,27,69,16.4K,25.3K,64.8%,['Database'],[]
1159,Market Analysis II,Hard,27,63,9.6K,16.9K,56.9%,['Database'],[]
1160,Find Words That Can Be Formed by Characters,Easy,102,691,86.3K,127.3K,67.8%,"['Array', 'Hash Table', 'String']",[]
1161,Maximum Level Sum of a Binary Tree,Medium,44,938,76.2K,112.5K,67.8%,"['Binary Tree', 'Breadth-First Search', 'Tree']",[]
1162,As Far from Land as Possible,Medium,40,998,38K,82.2K,46.2%,"['Array', 'Breadth-First Search', 'Dynamic Programming', 'Matrix']","[('Shortest Distance from All Buildings', 'Hard')]"
1163,Last Substring in Lexicographical Order,Hard,379,347,26K,72.1K,36.1%,"['String', 'Two Pointers']",[]
1164,Product Price at a Given Date,Medium,40,164,18.7K,27.1K,69.0%,['Database'],[]
1165,Single-Row Keyboard,Easy,15,293,49.8K,58.3K,85.5%,"['Hash Table', 'String']",[]
1166,Design File System,Medium,18,166,12.7K,21.5K,58.9%,"['Design', 'Hash Table', 'String', 'Trie']",[]
1167,Minimum Cost to Connect Sticks,Medium,134,634,53.9K,82.3K,65.5%,"['Array', 'Greedy', 'Heap (Priority Queue)']","[('Minimum Cost to Merge Stones', 'Hard')]"
1168,Optimize Water Distribution in a Village,Hard,17,445,13.2K,21.5K,61.5%,"['Graph', 'Minimum Spanning Tree', 'Union Find']",[]
1169,Invalid Transactions,Medium,1065,182,29.2K,95.7K,30.5%,"['Array', 'Hash Table', 'Sorting', 'String']",[]
1170,Compare Strings by Frequency of the Smallest Character,Medium,828,393,58.6K,96.7K,60.6%,"['Array', 'Binary Search', 'Hash Table', 'Sorting', 'String']",[]
1171,Remove Zero Sum Consecutive Nodes from Linked List,Medium,60,987,27.3K,65.5K,41.7%,"['Hash Table', 'Linked List']","[('Delete N Nodes After M Nodes of a Linked List', 'Easy')]"
1172,Dinner Plate Stacks,Hard,38,253,11.6K,31.6K,36.8%,"['Design', 'Hash Table', 'Heap (Priority Queue)', 'Stack']",[]
1173,Immediate Food Delivery I,Easy,5,115,26.8K,32.3K,83.0%,['Database'],[]
1174,Immediate Food Delivery II,Medium,38,56,15.9K,25.4K,62.7%,['Database'],[]
1175,Prime Arrangements,Easy,304,176,16.7K,32.2K,51.8%,['Math'],[]
1176,Diet Plan Performance,Easy,222,93,19K,35.5K,53.7%,"['Array', 'Sliding Window']",[]
1177,Can Make Palindrome from Substring,Medium,201,395,16.8K,46.3K,36.3%,"['Bit Manipulation', 'Hash Table', 'Prefix Sum', 'String']",[]
1178,Number of Valid Words for Each Puzzle,Hard,36,346,10.3K,25.4K,40.6%,"['Array', 'Bit Manipulation', 'Hash Table', 'String', 'Trie']",[]
1179,Reformat Department Table,Easy,217,290,48.5K,59K,82.1%,['Database'],[]
1180,Count Substrings with Only One Distinct Letter,Easy,38,216,16.7K,21.4K,78.1%,"['Math', 'String']",[]
1181,Before and After Puzzle,Medium,130,60,8.4K,18.8K,44.6%,"['Array', 'Hash Table', 'Sorting', 'String']",[]
1182,Shortest Distance to Target Color,Medium,7,250,14.6K,27K,54.2%,"['Array', 'Binary Search', 'Dynamic Programming']",[]
1183,Maximum Number of Ones,Hard,9,85,1.9K,3.2K,58.2%,"['Greedy', 'Heap (Priority Queue)']",[]
1184,Distance Between Bus Stops,Easy,46,397,34.5K,64.1K,53.9%,['Array'],[]
1185,Day of the Week,Easy,1599,180,34.9K,57.9K,60.2%,['Math'],[]
1186,Maximum Subarray Sum with One Deletion,Medium,34,907,24.9K,62.8K,39.7%,"['Array', 'Dynamic Programming']",[]
1187,Make Array Strictly Increasing,Hard,11,440,9.1K,20.8K,43.5%,"['Array', 'Binary Search', 'Dynamic Programming']",[]
1188,Design Bounded Blocking Queue,Medium,28,304,24.7K,33.8K,73.3%,['Concurrency'],[]
1189,Maximum Number of Balloons,Easy,50,608,67.9K,109.6K,62.0%,"['Counting', 'Hash Table', 'String']",[]
1190,Reverse Substrings Between Each Pair of Parentheses,Medium,28,853,36.2K,55.8K,64.8%,"['Stack', 'String']",[]
1191,K-Concatenation Maximum Sum,Medium,55,613,18.8K,76.4K,24.7%,"['Array', 'Dynamic Programming']",[]
1192,Critical Connections in a Network,Hard,127,2652,121.1K,234.5K,51.6%,"['Biconnected Component', 'Depth-First Search', 'Graph']",[]
1193,Monthly Transactions I,Medium,15,73,14.5K,21.1K,68.7%,['Database'],"[('Monthly Transactions II', 'Medium')]"
1194,Tournament Winners,Hard,30,71,9.2K,17.5K,52.8%,['Database'],[]
1195,Fizz Buzz Multithreaded,Medium,200,272,21.1K,29.6K,71.2%,['Concurrency'],"[('Fizz Buzz', 'Easy'), ('Print Zero Even Odd', 'Medium')]"
1196,How Many Apples Can You Put into the Basket,Easy,13,116,14.8K,21.7K,68.2%,"['Array', 'Greedy', 'Sorting']",[]
1197,Minimum Knight Moves,Medium,262,793,76.2K,198.5K,38.4%,['Breadth-First Search'],[]
1198,Find Smallest Common Element in All Rows,Medium,20,276,21.5K,28.2K,76.3%,"['Array', 'Binary Search', 'Counting', 'Hash Table', 'Matrix']",[]
1199,Minimum Time to Build Blocks,Hard,15,122,2.9K,7.5K,39.1%,"['Greedy', 'Heap (Priority Queue)', 'Math']",[]
1200,Minimum Absolute Difference,Easy,35,681,69K,102.6K,67.2%,"['Array', 'Sorting']",[]
1201,Ugly Number III,Medium,316,492,14.6K,54.7K,26.8%,"['Binary Search', 'Math', 'Number Theory']","[('Ugly Number II', 'Medium')]"
1202,Smallest String With Swaps,Medium,34,950,24.9K,50.2K,49.6%,"['Breadth-First Search', 'Depth-First Search', 'Hash Table', 'String', 'Union Find']","[('Minimize Hamming Distance After Swap Operations', 'Medium')]"
1203,Sort Items by Groups Respecting Dependencies,Hard,72,458,9.8K,20.3K,48.5%,"['Breadth-First Search', 'Depth-First Search', 'Graph', 'Topological Sort']",[]
1204,Last Person to Fit in the Bus,Medium,12,142,20.3K,28K,72.5%,['Database'],"[('Running Total for Different Genders', 'Medium')]"
1205,Monthly Transactions II,Medium,254,80,10.2K,22.5K,45.4%,['Database'],"[('Monthly Transactions I', 'Medium')]"
1206,Design Skiplist,Hard,33,271,8.6K,14.5K,59.2%,"['Design', 'Linked List']","[('Design HashMap', 'Easy'), ('Design HashSet', 'Easy'), ('Design Linked List', 'Medium')]"
1207,Unique Number of Occurrences,Easy,27,773,89.8K,124.3K,72.2%,"['Array', 'Hash Table']",[]
1208,Get Equal Substrings Within Budget,Medium,34,450,23.2K,51.6K,44.9%,"['Binary Search', 'Prefix Sum', 'Sliding Window', 'String']",[]
1209,Remove All Adjacent Duplicates in String II,Medium,36,1760,108.2K,190.1K,56.9%,"['Stack', 'String']","[('Remove All Adjacent Duplicates In String', 'Easy')]"
1210,Minimum Moves to Reach Target with Rotations,Hard,49,165,6.3K,13.4K,47.0%,"['Array', 'Breadth-First Search', 'Matrix']",[]
1211,Queries Quality and Percentage,Easy,118,64,16.6K,23.6K,70.2%,['Database'],"[('Percentage of Users Attended a Contest', 'Easy')]"
1212,Team Scores in Football Tournament,Medium,17,168,18.2K,32.1K,56.7%,['Database'],[]
1213,Intersection of Three Sorted Arrays,Easy,20,306,48.7K,61.2K,79.6%,"['Array', 'Binary Search', 'Counting', 'Hash Table']","[('Intersection of Two Arrays', 'Easy')]"
1214,Two Sum BSTs,Medium,29,287,23.9K,35.4K,67.6%,"['Binary Search', 'Binary Search Tree', 'Binary Tree', 'Depth-First Search', 'Stack', 'Tree', 'Two Pointers']","[('Two Sum IV - Input is a BST', 'Easy')]"
1215,Stepping Numbers,Medium,16,144,6.6K,15K,44.2%,"['Backtracking', 'Breadth-First Search']",[]
1216,Valid Palindrome III,Hard,6,267,16.9K,33.5K,50.5%,"['Dynamic Programming', 'String']",[]
1217,Minimum Cost to Move Chips to The Same Position,Easy,73,489,58.8K,83.3K,70.6%,"['Array', 'Greedy', 'Math']","[('Minimum Number of Operations to Move All Balls to Each Box', 'Medium')]"
1218,Longest Arithmetic Subsequence of Given Difference,Medium,33,607,27.7K,58.2K,47.6%,"['Array', 'Dynamic Programming', 'Hash Table']",[]
1219,Path with Maximum Gold,Medium,41,1220,60.5K,91.6K,66.0%,"['Array', 'Backtracking', 'Matrix']",[]
1220,Count Vowels Permutation,Hard,82,729,37.5K,65.7K,57.1%,['Dynamic Programming'],[]
1221,Split a String in Balanced Strings,Easy,649,1229,160.7K,190.2K,84.5%,"['Counting', 'Greedy', 'String']",[]
1222,Queens That Can Attack the King,Medium,101,516,26.7K,38.2K,69.9%,"['Array', 'Matrix', 'Simulation']",[]
1223,Dice Roll Simulation,Hard,166,559,18.4K,39.2K,47.1%,"['Array', 'Dynamic Programming']",[]
1224,Maximum Equal Frequency,Hard,30,274,8.9K,25K,35.8%,"['Array', 'Hash Table']",[]
1225,Report Contiguous Dates,Hard,12,144,8.8K,13.9K,63.2%,['Database'],"[('Find the Missing IDs', 'Medium'), ('Find the Start and End Number of Continuous Ranges', 'Medium')]"
1226,The Dining Philosophers,Medium,154,137,13.5K,22.4K,60.4%,['Concurrency'],[]
1227,Airplane Seat Assignment Probability,Medium,520,284,19.1K,30.5K,62.7%,"['Brainteaser', 'Dynamic Programming', 'Math', 'Probability and Statistics']",[]
1228,Missing Number In Arithmetic Progression,Easy,24,201,16.8K,32.8K,51.2%,"['Array', 'Math']",[]
1229,Meeting Scheduler,Medium,22,469,36.1K,66.1K,54.6%,"['Array', 'Sorting', 'Two Pointers']",[]
1230,Toss Strange Coins,Medium,9,141,6.2K,12.3K,50.5%,"['Dynamic Programming', 'Math', 'Probability and Statistics']",[]
1231,Divide Chocolate,Hard,35,482,25.3K,46.9K,53.9%,"['Array', 'Binary Search']",[]
1232,Check If It Is a Straight Line,Easy,98,624,96.3K,225.7K,42.7%,"['Array', 'Geometry', 'Math']",[]
1233,Remove Sub-Folders from the Filesystem,Medium,65,411,32.4K,51.2K,63.3%,"['Array', 'String', 'Trie']",[]
1234,Replace the Substring for Balanced String,Medium,121,559,17.8K,51.2K,34.9%,"['Sliding Window', 'String']",[]
1235,Maximum Profit in Job Scheduling,Hard,16,1538,48.4K,100.3K,48.2%,"['Array', 'Binary Search', 'Dynamic Programming', 'Sorting']",[]
1236,Web Crawler,Medium,164,140,17.2K,26.5K,65.0%,"['Breadth-First Search', 'Depth-First Search', 'Interactive', 'String']","[('Web Crawler Multithreaded', 'Medium')]"
1237,Find Positive Integer Solution for a Given Equation,Medium,972,256,39.8K,56.5K,70.4%,"['Binary Search', 'Interactive', 'Math', 'Two Pointers']",[]
1238,Circular Permutation in Binary Representation,Medium,139,162,9.9K,14.7K,67.2%,"['Backtracking', 'Bit Manipulation', 'Math']",[]
1239,Maximum Length of a Concatenated String with Unique Characters,Medium,96,1040,65.9K,130.4K,50.5%,"['Array', 'Backtracking', 'Bit Manipulation', 'String']",[]
1240,Tiling a Rectangle with the Fewest Squares,Hard,335,347,12.6K,23.8K,52.7%,"['Backtracking', 'Dynamic Programming']",[]
1241,Number of Comments per Post,Easy,264,104,18.9K,27.9K,67.9%,['Database'],[]
1242,Web Crawler Multithreaded,Medium,58,287,23.1K,48.1K,48.1%,"['Breadth-First Search', 'Concurrency', 'Depth-First Search']","[('Web Crawler', 'Medium')]"
1243,Array Transformation,Easy,42,91,8.8K,17.6K,49.9%,"['Array', 'Simulation']",[]
1244,Design A Leaderboard,Medium,60,288,24.2K,36.1K,66.9%,"['Design', 'Hash Table', 'Sorting']",[]
1245,Tree Diameter,Medium,11,489,19.8K,32K,61.7%,"['Breadth-First Search', 'Depth-First Search', 'Tree']","[('Count Subtrees With Max Distance Between Cities', 'Hard')]"
1246,Palindrome Removal,Hard,9,234,7.5K,16.5K,45.8%,"['Array', 'Dynamic Programming']",[]
1247,Minimum Swaps to Make Strings Equal,Medium,184,613,22.5K,35.6K,63.2%,"['Greedy', 'Math', 'String']","[('Determine if Two Strings Are Close', 'Medium')]"
1248,Count Number of Nice Subarrays,Medium,27,998,34.1K,60K,56.8%,"['Array', 'Hash Table', 'Math', 'Sliding Window']",[]
1249,Minimum Remove to Make Valid Parentheses,Medium,50,2389,219.4K,340.2K,64.5%,"['Stack', 'String']",[]
1250,Check If It Is a Good Array,Hard,226,159,10.3K,18K,57.1%,"['Array', 'Math', 'Number Theory']",[]
1251,Average Selling Price,Easy,18,163,23.2K,27.9K,83.2%,['Database'],[]
1252,Cells with Odd Values in a Matrix,Easy,842,516,65.5K,83.5K,78.5%,"['Array', 'Math', 'Simulation']",[]
1253,Reconstruct a 2-Row Binary Matrix,Medium,19,233,15.9K,37.8K,42.2%,"['Array', 'Greedy', 'Matrix']","[('Find Valid Matrix Given Row and Column Sums', 'Medium')]"
1254,Number of Closed Islands,Medium,27,991,52.3K,84K,62.2%,"['Array', 'Breadth-First Search', 'Depth-First Search', 'Matrix', 'Union Find']",[]
1255,Maximum Score Words Formed by Letters,Hard,28,355,14K,19.8K,70.5%,"['Array', 'Backtracking', 'Bit Manipulation', 'Bitmask', 'Dynamic Programming', 'String']",[]
1256,Encode Number,Medium,161,45,5K,7.3K,68.3%,"['Bit Manipulation', 'Math', 'String']","[('Convert to Base -2', 'Medium')]"
1257,Smallest Common Region,Medium,22,220,9.3K,15.2K,61.6%,"['Array', 'Breadth-First Search', 'Depth-First Search', 'Hash Table', 'String', 'Tree']","[('Lowest Common Ancestor of a Binary Search Tree', 'Easy'), ('Lowest Common Ancestor of a Binary Tree', 'Medium')]"
1258,Synonymous Sentences,Medium,52,147,8.8K,14.8K,59.8%,"['Array', 'Backtracking', 'Hash Table', 'String', 'Union Find']",[]
1260,Shift 2D Grid,Easy,126,362,27.9K,45.1K,61.9%,"['Array', 'Matrix', 'Simulation']",[]
1261,Find Elements in a Contaminated Binary Tree,Medium,65,404,33.9K,45.1K,75.1%,"['Binary Tree', 'Breadth-First Search', 'Depth-First Search', 'Design', 'Tree']",[]
1262,Greatest Sum Divisible by Three,Medium,26,828,30K,59.6K,50.3%,"['Array', 'Dynamic Programming', 'Greedy']",[]
1263,Minimum Moves to Move a Box to Their Target Location,Hard,20,354,9.1K,19.7K,46.3%,"['Array', 'Breadth-First Search', 'Heap (Priority Queue)', 'Matrix']",[]
1264,Page Recommendations,Medium,2,92,14.8K,21.5K,68.7%,['Database'],"[('Page Recommendations II', 'Hard')]"
1265,Print Immutable Linked List in Reverse,Medium,63,308,27.6K,29.3K,94.1%,"['Linked List', 'Recursion', 'Stack', 'Two Pointers']",[]
1266,Minimum Time Visiting All Points,Easy,136,895,95.9K,121K,79.3%,"['Array', 'Geometry', 'Math']",[]
1267,Count Servers that Communicate,Medium,63,654,33.5K,58K,57.8%,"['Array', 'Breadth-First Search', 'Counting', 'Depth-First Search', 'Matrix', 'Union Find']",[]
1268,Search Suggestions System,Medium,100,1318,93.7K,143.1K,65.5%,"['Array', 'String', 'Trie']",[]
1269,Number of Ways to Stay in the Same Place After Some Steps,Hard,24,396,21.3K,49.2K,43.3%,['Dynamic Programming'],[]
1270,All People Report to the Given Manager,Medium,17,213,27.4K,31K,88.3%,['Database'],[]
1271,Hexspeak,Easy,91,52,6.8K,12.2K,55.9%,"['Math', 'String']",[]
1272,Remove Interval,Medium,17,200,13.8K,23.4K,58.9%,['Array'],[]
1273,Delete Tree Nodes,Medium,50,164,7.2K,11.7K,61.3%,"['Breadth-First Search', 'Depth-First Search', 'Tree']",[]
1274,Number of Ships in a Rectangle,Hard,29,191,10.4K,15.7K,66.0%,"['Array', 'Divide and Conquer', 'Interactive']",[]
1275,Find Winner on a Tic Tac Toe Game,Easy,112,377,30.9K,58.4K,52.9%,"['Array', 'Hash Table', 'Matrix', 'Simulation']",[]
1276,Number of Burgers with No Waste of Ingredients,Medium,168,162,15.1K,29.9K,50.5%,['Math'],[]
1277,Count Square Submatrices with All Ones,Medium,38,2216,110.8K,151.4K,73.2%,"['Array', 'Dynamic Programming', 'Matrix']",[]
1278,Palindrome Partitioning III,Hard,11,496,14.1K,22.9K,61.4%,"['Dynamic Programming', 'String']","[('Palindrome Partitioning IV', 'Hard')]"
1279,Traffic Light Controlled Intersection,Easy,215,39,6.6K,8.6K,76.4%,['Concurrency'],[]
1280,Students and Examinations,Easy,24,175,15.8K,20.9K,75.3%,['Database'],[]
1281,Subtract the Product and Sum of Digits of an Integer,Easy,156,608,156.6K,182.9K,85.6%,['Math'],[]
1282,Group the People Given the Group Size They Belong To,Medium,394,644,62.2K,73.5K,84.7%,"['Array', 'Hash Table']",[]
1283,Find the Smallest Divisor Given a Threshold,Medium,136,847,61K,120K,50.8%,"['Array', 'Binary Search']",[]
